CO2,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15
2.786118705,0.353352228,0.583656112,0.077734637,0.974394808,0.986210744,0.698161714,0.536096366,0.309527616,0.81379502,0.684731173,0.162616939,0.910927184,0.822537243,0.949799913,0.725719508
2.443755709,0.613415196,0.418243036,0.932728483,0.86606389,0.04521867,0.026366974,0.376463367,0.810553331,0.987276129,0.150416891,0.594130715,0.380890857,0.969914398,0.842118923,0.838328705
2.109194125,0.46869316,0.414819502,0.273407072,0.056375497,0.864722376,0.812901009,0.999717673,0.996636837,0.555431706,0.768987415,0.94476573,0.849647391,0.247348102,0.450544135,0.129159415
3.04781799,0.954051027,0.606174634,0.228642806,0.671700684,0.61812824,0.358162718,0.113557592,0.671573196,0.520307701,0.772318392,0.520163501,0.8521815,0.551906839,0.560937972,0.876653603
1.760288501,0.403482866,0.134015228,0.028782676,0.755137256,0.620309551,0.704079768,0.212964162,0.136371476,0.014544666,0.350587559,0.589917687,0.392244045,0.437474922,0.904158694,0.348255467
3.305013692,0.513989489,0.783653013,0.396542782,0.6220867,0.862363709,0.949520624,0.147073481,0.926587625,0.492116293,0.258244388,0.459135756,0.980032575,0.492618094,0.32875161,0.633400854
0.575772195,0.240145619,0.075863328,0.128879722,0.128045839,0.151902694,0.138827173,0.640874745,0.181880084,0.345667283,0.89678841,0.47396164,0.667557739,0.172319871,0.192289019,0.040868616
1.06235271,0.168935063,0.278590339,0.177010484,0.088702534,0.120635871,0.460778768,0.206333718,0.364269861,0.503417271,0.690394829,0.03931214,0.799410399,0.627900389,0.081759032,0.873578624
2.453912685,0.920872401,0.06107796,0.276877648,0.80620128,0.74825969,0.184521019,0.209349323,0.370472103,0.484522985,0.618254772,0.36891364,0.462534716,0.747470938,0.036683203,0.252436944
2.571367707,0.713349586,0.895206838,0.511677442,0.532113485,0.107172011,0.447412367,0.532617266,0.242470504,0.269243231,0.377284163,0.020071198,0.322079166,0.211448007,0.327497352,0.119762132
3.146484306,0.890527281,0.593592454,0.679102319,0.789171239,0.498442199,0.086920288,0.537106542,0.586841118,0.745439474,0.431659546,0.127580303,0.283775906,0.363082296,0.645917241,0.570778305
2.645929359,0.356096726,0.986515249,0.605774819,0.237226792,0.101782473,0.152859139,0.245957728,0.160681373,0.186567024,0.285095169,0.173373595,0.896765425,0.080233746,0.52451139,0.410396827
3.037292545,0.982378617,0.112038902,0.397855599,0.969470433,0.865507126,0.817072071,0.257902827,0.170887587,0.66864322,0.929375989,0.556762893,0.571612689,0.279979094,0.769492933,0.187043749
1.556244715,0.323679236,0.425436439,0.507610379,0.242409732,0.114836825,0.610620042,0.288630553,0.581238221,0.154362715,0.481140102,0.532589433,0.051823537,0.336604278,0.134414677,0.06337497
2.92842641,0.989960232,0.322353845,0.809874446,0.254640655,0.681502722,0.76022786,0.595638741,0.471576189,0.411840914,0.348868267,0.929529144,0.830619408,0.965026911,0.124297223,0.730867475
2.258604763,0.938340457,0.181233066,0.066496267,0.741120649,0.574473113,0.841828777,0.139772377,0.795267312,0.20162732,0.163655943,0.164265798,0.81457472,0.665197221,0.523065425,0.358830484
2.655874002,0.877200541,0.392445107,0.816599439,0.439134909,0.376944429,0.462679786,0.301377874,0.74760938,0.50272039,0.232212695,0.899574573,0.383891221,0.543552861,0.906472111,0.624237996
2.125333336,0.116898041,0.939832124,0.627708053,0.334905615,0.139272073,0.794025189,0.620072756,0.533461092,0.893892583,0.788597211,0.15167488,0.311722068,0.24848914,0.743946293,0.033532435
3.422921996,0.569889685,0.762458686,0.876765637,0.342081749,0.821257305,0.110631737,0.846452292,0.127488662,0.397287291,0.797295366,0.149917427,0.229251395,0.722252568,0.720036537,0.641147633
2.003254869,0.693948444,0.542724443,0.251799059,0.345695994,0.181597717,0.908450561,0.583391795,0.400851417,0.462005804,0.94728334,0.153351403,0.586229832,0.505888679,0.611454235,0.018110184
3.881017378,0.872123909,0.932118282,0.565133184,0.696650824,0.922499381,0.707238634,0.152539043,0.57628836,0.606715046,0.424130671,0.736444236,0.934367015,0.925568513,0.450839371,0.113238046
3.605929535,0.984841199,0.838898086,0.124662681,0.920841883,0.869896362,0.518838057,0.591275436,0.399002704,0.054761639,0.335197242,0.802853449,0.004632023,0.333499172,0.398168694,0.537395603
2.594195658,0.919855616,0.346345994,0.346953202,0.737501248,0.452217941,0.224604823,0.452439516,0.14085702,0.176386987,0.498367773,0.41892545,0.914845901,0.362393899,0.58058835,0.632264288
1.801039342,0.013094457,0.663537372,0.178035967,0.961070317,0.148662728,0.414624124,0.085349668,0.996874252,0.50219501,0.595385017,0.067076477,0.74996047,0.209905593,0.898054289,0.20513964
0.847675286,0.190687721,0.036549668,0.472066945,0.564841133,0.065708639,0.775527617,0.453288835,0.524390269,0.440762747,0.400763061,0.559640331,0.155240246,0.18192813,0.861785621,0.946115462
1.482305881,0.373309316,0.270744673,0.643999543,0.408734171,0.025386356,0.156152597,0.715972229,0.658923942,0.027095993,0.221972162,0.231074797,0.671892744,0.019710538,0.104108582,0.799916085
1.548060129,0.178544662,0.652746108,0.238182781,0.099441393,0.243172191,0.722266932,0.855696468,0.830219865,0.39718353,0.668085137,0.204984295,0.29314773,0.896335819,0.013001924,0.085508531
1.279481334,0.207886255,0.026532204,0.181435435,0.583041561,0.421424551,0.892671711,0.817443562,0.341817352,0.259423433,0.379692408,0.590294943,0.268063641,0.624148908,0.409411652,0.552047181
2.190402899,0.436126529,0.29446576,0.948453307,0.763605794,0.140113176,0.868467976,0.487431198,0.894552227,0.799855256,0.425213504,0.022469308,0.268677359,0.541634215,0.63347822,0.257887685
2.395475926,0.139356074,0.834930237,0.984402181,0.525690182,0.171679286,0.272307327,0.018390677,0.914298807,0.117751083,0.576516476,0.274055221,0.554178003,0.651420388,0.829741804,0.206421272
1.834594692,0.010995829,0.13688563,0.900018642,0.873890078,0.597413102,0.60051686,0.665036675,0.175371279,0.914411946,0.418770525,0.383138528,0.518917705,0.046965967,0.166283369,0.738033616
1.510857941,0.082798668,0.603152109,0.24534911,0.389295614,0.288693737,0.355672716,0.719045905,0.297121716,0.56640464,0.476050402,0.663671165,0.936829739,0.732572097,0.214940379,0.031183135
2.218400959,0.262264044,0.595077931,0.051425813,0.496366247,0.596842849,0.334243891,0.770912204,0.106598253,0.075137782,0.728188756,0.495491316,0.688402396,0.434827339,0.246402033,0.819102318
2.699514723,0.799415879,0.694696471,0.272145137,0.590230667,0.360973897,0.091582073,0.917313575,0.136818631,0.950237354,0.446005773,0.185132929,0.541900947,0.872945836,0.732224886,0.806561148
2.989669874,0.658783367,0.692276565,0.849195652,0.249668009,0.489424964,0.221209442,0.987668008,0.94405934,0.039426811,0.705575173,0.925248317,0.180575345,0.567945231,0.915488298,0.033945979
3.360823329,0.697420267,0.297349007,0.924396195,0.971058245,0.944266489,0.474214217,0.862042651,0.844549399,0.319100473,0.828915474,0.037007635,0.596269878,0.230008837,0.120566886,0.076953202
2.081943663,0.696288776,0.339874964,0.724766772,0.065356341,0.315290338,0.539491292,0.790723165,0.318752503,0.625891376,0.885977748,0.615863188,0.232959475,0.024400782,0.870098874,0.021269411
3.855792496,0.874701673,0.528937134,0.939067699,0.798783236,0.997934111,0.350711815,0.767188289,0.401930914,0.47987562,0.627505463,0.873677114,0.984083469,0.768273414,0.417766782,0.421357002
1.561109677,0.737582302,0.238777146,0.110474113,0.354622158,0.287238992,0.29630812,0.233607751,0.04209319,0.017873935,0.98772239,0.427773134,0.384326647,0.679647283,0.218253888,0.949961184
2.783021441,0.786345014,0.089411002,0.417580776,0.879118308,0.944732022,0.467401511,0.613411389,0.167033946,0.991168626,0.231671701,0.942731774,0.649646649,0.607736795,0.512688511,0.230669812
1.331810304,0.176528032,0.220486209,0.186438262,0.779584474,0.350125259,0.057842677,0.96910263,0.883785885,0.927752283,0.994907823,0.173895249,0.396242019,0.758238476,0.696020618,0.153895906
2.226191755,0.815833125,0.224440572,0.223817615,0.536974423,0.592939935,0.580086208,0.091486837,0.877460863,0.265600043,0.129514921,0.88874808,0.955651498,0.862127617,0.809516075,0.655241981
1.518983186,0.550857371,0.08698676,0.408453213,0.372688517,0.259753784,0.723420114,0.495875735,0.081046216,0.220183202,0.683258764,0.076130859,0.851206914,0.495146527,0.480586577,0.592407785
2.283410132,0.824680966,0.347809208,0.678016153,0.565731964,0.26702827,0.878629986,0.797426022,0.658451835,0.850581729,0.867294201,0.708362977,0.837013328,0.697471462,0.680140772,0.618611378
2.182932995,0.75271664,0.158605105,0.880870759,0.871843528,0.029247283,0.825816751,0.128869867,0.335118854,0.743508256,0.160759896,0.817967024,0.832134178,0.507467734,0.006385872,0.287038133
3.029947832,0.616926918,0.981186178,0.631813527,0.259803581,0.634005703,0.53998538,0.779845395,0.106980639,0.761027903,0.541266579,0.962992004,0.341872166,0.632621893,0.932028106,0.102509728
2.988980737,0.937228487,0.687885722,0.067837059,0.300963567,0.708172089,0.067350601,0.58217046,0.345883057,0.620915518,0.045742034,0.871536806,0.973488969,0.968877855,0.749651832,0.13008624
1.491144616,0.758263196,0.024586916,0.022123552,0.323610219,0.48864319,0.770407418,0.683295377,0.445902706,0.273626666,0.9971245,0.426181302,0.451387024,0.163623821,0.794809549,0.693682226
1.363687493,0.220769613,0.082381046,0.680499302,0.654511214,0.273259527,0.950863562,0.151057892,0.432334801,0.94361592,0.419727317,0.638525948,0.397594398,0.274215202,0.983977648,0.409334006
1.936916505,0.894099204,0.229954606,0.213104704,0.031134083,0.651666825,0.368526344,0.86435825,0.473209907,0.968193428,0.185525516,0.868623168,0.776596853,0.770921845,0.844783228,0.761023991
2.02202497,0.626220322,0.131244878,0.032526179,0.920847848,0.616650315,0.796537291,0.481522352,0.117308189,0.125185792,0.685565287,0.430305895,0.200524727,0.491594547,0.064208937,0.581971402
1.645802089,0.268993404,0.797559101,0.310361959,0.455220149,0.01162054,0.072446888,0.392493556,0.479938835,0.600020548,0.291662579,0.694981886,0.860122397,0.779850989,0.039618825,0.480506947
1.610936997,0.104930178,0.242045016,0.986662593,0.142495543,0.498888153,0.618155734,0.702464971,0.559648683,0.009770847,0.326461308,0.517711643,0.087866499,0.350626931,0.033203109,0.078578497
2.335838792,0.396923276,0.132715754,0.567540848,0.689464969,0.800586699,0.200150244,0.167482582,0.10456784,0.63643025,0.706475726,0.031586145,0.936212246,0.051971284,0.541296335,0.709060519
3.417298814,0.870969124,0.714086932,0.801728083,0.339450193,0.814825114,0.080114846,0.894816656,0.547592376,0.81729777,0.452318285,0.643577695,0.526402661,0.731589522,0.081629982,0.060352084
2.066914574,0.247103234,0.15954468,0.871783567,0.219213987,0.975865256,0.336895792,0.182117916,0.789698507,0.658707776,0.498195716,0.555363551,0.719201778,0.228454741,0.996333916,0.974793162
1.469872209,0.650325686,0.199542451,0.680228242,0.072198409,0.030652502,0.257682889,0.462622957,0.868272505,0.72716907,0.742706521,0.425493334,0.345934993,0.371038763,0.987649564,0.040109191
2.934559738,0.867031496,0.578675409,0.438615419,0.72525766,0.486668941,0.873423238,0.900701864,0.421720927,0.276827797,0.592350329,0.912363346,0.210662189,0.622966584,0.63156022,0.733113022
2.219416224,0.131567685,0.715824965,0.909032521,0.179683109,0.237543325,0.971395094,0.180976953,0.854385093,0.492277856,0.247231074,0.870749901,0.445305255,0.514817354,0.359233369,0.592950851
2.233465943,0.163523873,0.391081537,0.969412322,0.258133433,0.656736665,0.325190064,0.773473126,0.130873661,0.969821045,0.453789541,0.236050463,0.073496747,0.169757905,0.519773949,0.337003176
2.760382443,0.828883366,0.430887524,0.248714273,0.617144987,0.706777217,0.167041908,0.167619216,0.036671427,0.736402015,0.663804528,0.474630876,0.844170449,0.805670153,0.585354364,0.868271281
1.220270425,0.20584121,0.111919619,0.269749612,0.057086856,0.531169528,0.936605692,0.039343541,0.122109914,0.452199028,0.933875018,0.316156105,0.507234809,0.041572859,0.148343201,0.986630123
2.914353376,0.965118696,0.004939981,0.951811785,0.639119938,0.867918295,0.454739856,0.515596029,0.48884658,0.666864258,0.139651255,0.02997359,0.307929942,0.704680763,0.201853452,0.673432433
2.746489535,0.969912046,0.093900716,0.672602118,0.443750219,0.868142254,0.177149789,0.692625952,0.83811529,0.944614219,0.683248028,0.497174764,0.61784724,0.868904984,0.570609747,0.03038706
3.310857671,0.930948696,0.689526751,0.676513386,0.215675152,0.65888547,0.393864406,0.651232977,0.10659303,0.657845305,0.999413726,0.048212039,0.977174184,0.406907961,0.87075345,0.782385484
2.561330852,0.567016261,0.738449209,0.878515561,0.404140322,0.327033162,0.667593386,0.807845942,0.762285135,0.797813649,0.435583315,0.817834216,0.120209055,0.544489098,0.00575866,0.32458583
2.160649085,0.366461535,0.396172692,0.695467207,0.388558101,0.448693623,0.237544131,0.373251792,0.227269627,0.073195924,0.603448593,0.668212799,0.619490346,0.463494044,0.37978578,0.86333365
1.801696701,0.519081785,0.479181878,0.025642066,0.341247828,0.380195619,0.398822781,0.580172369,0.533602547,0.607905093,0.764883262,0.812985739,0.718123076,0.955523696,0.018232583,0.195777986
2.536150181,0.007562875,0.647474714,0.898030549,0.243482297,0.927034545,0.06026739,0.934436027,0.351622687,0.101420828,0.485871759,0.256776568,0.284872902,0.307289965,0.803025898,0.539161277
2.139274468,0.311307699,0.610333783,0.716150674,0.272624001,0.413549102,0.121886093,0.18114935,0.681117854,0.181438348,0.525163384,0.709046262,0.106876923,0.56731222,0.256562784,0.962926875
2.634355872,0.483545647,0.80599255,0.550226542,0.043412533,0.633151376,0.951403342,0.60161182,0.819188859,0.884206463,0.228079772,0.21204484,0.610980989,0.41102847,0.839861303,0.900023123
2.210265651,0.353421379,0.236870559,0.780525515,0.274806036,0.822614319,0.423738254,0.667549899,0.095535314,0.623859325,0.451767679,0.586608463,0.168014208,0.736873745,0.862797078,0.2167398
1.451242709,0.095714556,0.023638586,0.6419715,0.607094036,0.546697413,0.231947096,0.390905996,0.594476335,0.496766859,0.98778552,0.136439753,0.695144554,0.404318768,0.428199615,0.717597766
2.884418402,0.692436151,0.991255994,0.128394289,0.104109649,0.724338817,0.578386917,0.274160667,0.079419369,0.08565825,0.894190875,0.191867325,0.323371562,0.226656402,0.354996306,0.069423843
1.659079784,0.519059791,0.067612564,0.800356508,0.233712082,0.540011915,0.880079088,0.650877369,0.532957787,0.324333753,0.333001913,0.669486955,0.994139361,0.66183919,0.557783417,0.73065051
1.632780692,0.465205612,0.060142343,0.562296816,0.957625285,0.175302942,0.690004891,0.200933689,0.535827684,0.09667645,0.450370936,0.756163329,0.347571524,0.664911724,0.795449961,0.927177819
2.425713614,0.234642082,0.399315916,0.152416013,0.992483502,0.927000968,0.53995713,0.842033294,0.520957977,0.623585688,0.089124432,0.75527042,0.127713484,0.82606763,0.782028088,0.708744698
0.94077081,0.036160381,0.303128356,0.26311257,0.360136407,0.087642747,0.936957823,0.553802241,0.305524311,0.396981517,0.447202541,0.600594333,0.515679428,0.919391973,0.496963483,0.992158015
2.881049571,0.851424958,0.208510514,0.930595215,0.116366398,0.817449708,0.380623293,0.87797432,0.86805669,0.8059254,0.790030436,0.304679139,0.080919283,0.402980179,0.173524515,0.694951089
2.658432098,0.346099727,0.975610201,0.640972077,0.822480564,0.132524673,0.862014482,0.922757191,0.487061919,0.606252938,0.764809801,0.174838627,0.502566076,0.398663028,0.146373992,0.367534422
1.274924193,0.068172309,0.025811907,0.135166289,0.963115112,0.549529536,0.965822161,0.432497878,0.311816133,0.506141863,0.439511689,0.105664684,0.640826315,0.216038183,0.619587955,0.650201092
1.007954761,0.152024853,0.061349627,0.780761586,0.459800424,0.058163796,0.994866317,0.057780561,0.695035229,0.983678925,0.239180104,0.142249369,0.121384939,0.303275148,0.101045811,0.692161342
2.545126681,0.062291798,0.509422128,0.996696854,0.81397027,0.615219438,0.306253621,0.623895836,0.527041464,0.426083384,0.130710377,0.886604215,0.449784649,0.194622512,0.367759351,0.414129753
2.827345076,0.827537896,0.733614381,0.769304894,0.011031264,0.416153998,0.481344152,0.019192277,0.259813209,0.760289823,0.137109706,0.535310131,0.215201872,0.012120775,0.241201458,0.975873755
3.1409094,0.801537112,0.959576644,0.487854044,0.109736199,0.547959489,0.454377335,0.844357083,0.098082581,0.488241137,0.150048665,0.324675927,0.737357077,0.476018129,0.375888285,0.394476279
3.599161015,0.459446768,0.785016544,0.892084689,0.955334687,0.786903386,0.315406896,0.688134706,0.437603124,0.254670622,0.840871579,0.038426349,0.901761992,0.461477465,0.637201477,0.659353922
2.852637229,0.895117741,0.636669682,0.613933585,0.066652041,0.518408022,0.150169001,0.737433769,0.512221921,0.680227779,0.041672901,0.084792016,0.716323388,0.072084336,0.071256728,0.012108475
2.729785586,0.956501398,0.737508359,0.353251409,0.296535581,0.34970323,0.774653531,0.661370611,0.185195568,0.174109335,0.09839565,0.66030272,0.764372662,0.265046428,0.020944961,0.082171667
2.886346693,0.967860035,0.295444777,0.769223148,0.624663569,0.38193964,0.205687262,0.121386418,0.615012968,0.774633781,0.643904254,0.530302133,0.041951223,0.968488778,0.798714192,0.292822037
3.481839797,0.979970329,0.60188159,0.582422658,0.748073179,0.811769788,0.656478607,0.128095746,0.338267506,0.92808364,0.224615612,0.372167024,0.432076883,0.43940499,0.612939582,0.943075838
1.788407161,0.240692712,0.121501376,0.19747049,0.8869249,0.645810813,0.285906789,0.815946939,0.861369996,0.846514339,0.918926534,0.25224102,0.755041929,0.460539497,0.841998553,0.728490677
3.308691166,0.776447446,0.656161838,0.177428769,0.545026919,0.98466974,0.937388066,0.043173736,0.164814816,0.131728773,0.72597991,0.81778533,0.213511366,0.505852693,0.840703028,0.732801545
2.511287585,0.542237205,0.59034769,0.508360547,0.297548451,0.565021993,0.688885302,0.873322916,0.636291354,0.761121537,0.160071635,0.461557474,0.00933162,0.246678865,0.726461715,0.991809951
1.629732822,0.0991781,0.401494316,0.800070969,0.204035635,0.555084949,0.733071296,0.61598545,0.188024735,0.355384569,0.783791784,0.554226514,0.005229614,0.76099076,0.035311355,0.745733783
2.081975408,0.20248056,0.95807348,0.367940751,0.326931616,0.14888805,0.305604215,0.876650762,0.996334338,0.368309531,0.448610631,0.722070938,0.88619578,0.593044334,0.391525698,0.412621841
2.266435219,0.695618146,0.003218264,0.619589337,0.35549301,0.794197331,0.09299064,0.588202267,0.48097289,0.642325526,0.064853594,0.579983787,0.561484588,0.560660094,0.603487667,0.676467937
1.975759488,0.804989,0.26982072,0.82504941,0.498255682,0.077058279,0.058550929,0.334238319,0.784896977,0.707680935,0.788614965,0.517269056,0.440198998,0.147452527,0.328192754,0.434019366
2.353845064,0.08860043,0.220611953,0.598225294,0.735663114,0.998347511,0.933113331,0.6425652,0.421248053,0.636177365,0.785651618,0.118336191,0.40990489,0.839802286,0.383832952,0.571872271
1.362658455,0.587769361,0.184476253,0.362235442,0.334511289,0.026196709,0.024191764,0.831697044,0.27307081,0.518078766,0.298725574,0.940679245,0.259296759,0.429656813,0.87273025,0.841933567
2.11394847,0.186101418,0.80264331,0.458186887,0.482968872,0.133479972,0.080601514,0.727939307,0.496461152,0.436850703,0.729508229,0.765512899,0.158908168,0.610225149,0.135354082,0.751375086
2.268254,0.656955156,0.956614621,0.068958016,0.057054721,0.282187075,0.261705684,0.246978799,0.906254581,0.2495462,0.271949726,0.759398262,0.449739842,0.776710557,0.065366158,0.487571194
1.435124598,0.0336136,0.062653203,0.906437453,0.139245371,0.532420682,0.411095603,0.347343326,0.899833346,0.021823397,0.663789686,0.963394434,0.560168183,0.936822462,0.052257879,0.418793319
2.727680201,0.260157791,0.730820965,0.98129709,0.256530062,0.654174601,0.198097633,0.565330255,0.463932487,0.97200533,0.608527273,0.349506372,0.114095785,0.151246829,0.22531693,0.250966661
3.120200931,0.850616058,0.561222788,0.523390911,0.114768872,0.860139693,0.722814303,0.067668362,0.707835097,0.543538217,0.081725346,0.458300642,0.484696287,0.16577454,0.945698147,0.849975371
2.83628904,0.669022337,0.462295561,0.411765542,0.650973467,0.545431869,0.062273106,0.512502649,0.806403617,0.459239878,0.051956578,0.786278199,0.201363782,0.258620835,0.164706353,0.330215065
3.245788422,0.756751506,0.51938586,0.204881274,0.877830078,0.879581855,0.870578425,0.238796211,0.451239344,0.984989656,0.772012476,0.027167421,0.065204591,0.463931377,0.909220206,0.538701798
2.03812224,0.497812508,0.1054737,0.656780105,0.822103161,0.380420008,0.775611851,0.964476654,0.203766459,0.523329631,0.287137958,0.792854419,0.577593366,0.634582418,0.79791416,0.395970473
3.272232962,0.915090068,0.533028867,0.157954823,0.695899118,0.79326135,0.316761677,0.857179257,0.906143255,0.276904487,0.983521473,0.140711528,0.202015668,0.184224839,0.89398971,0.654292552
2.175612349,0.152104283,0.440323418,0.615298025,0.083464085,0.882416368,0.803603535,0.505206774,0.967126615,0.417760979,0.984110319,0.667919999,0.634671273,0.165954895,0.881927758,0.427489688
1.537470066,0.162233406,0.01260752,0.559755684,0.527399622,0.719353622,0.890258053,0.079406585,0.73149649,0.187411944,0.858177053,0.819063514,0.540793755,0.710242799,0.314350113,0.471167899
